"metric","individual_id","phenophase_id","period","period_start","period_end","last_yes_date","last_yes_doy","next_no_date","days_next_no","n_series","ended_after","site_id","latitude","longitude","elevation_m","state","species_id","genus","species","common_name","kingdom","phenophase_description"
"offset",2317,371,4,"2012-01-01","2012-12-31",2012-04-19,110,2012-04-26,7,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2317,371,5,"2013-01-01","2013-12-31",2013-05-18,138,2013-05-26,8,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2317,371,6,"2014-01-01","2014-12-31",2014-05-18,138,2014-05-26,8,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2317,371,7,"2015-01-01","2015-12-31",2015-05-02,122,2015-05-10,8,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2317,371,8,"2016-01-01","2016-12-31",2016-05-01,122,2016-05-07,6,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2317,371,9,"2017-01-01","2017-12-31",2017-05-07,127,2017-05-28,21,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2317,371,15,"2023-01-01","2023-12-31",2023-05-05,125,2023-05-15,10,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2317,371,16,"2024-01-01","2024-12-31",2024-04-29,120,2024-05-05,6,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2317,371,18,"2026-01-01","2026-12-31",2026-04-22,112,2026-05-15,23,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2317,501,6,"2014-01-01","2014-12-31",2014-05-26,146,2014-06-10,15,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Open flowers"
"offset",2317,501,12,"2020-01-01","2020-12-31",2020-05-29,150,2020-06-01,3,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Open flowers"
"offset",2317,501,15,"2023-01-01","2023-12-31",2023-05-05,125,2023-05-15,10,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Open flowers"
"offset",2318,371,1,"2009-01-01","2009-12-31",2009-05-22,142,2009-05-23,1,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2318,371,2,"2010-01-01","2010-12-31",2010-04-30,120,2010-05-04,4,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2318,371,3,"2011-01-01","2011-12-31",2011-05-04,124,2011-05-09,5,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2318,371,4,"2012-01-01","2012-12-31",2012-04-29,120,2012-05-04,5,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2318,371,5,"2013-01-01","2013-12-31",2013-05-18,138,2013-05-26,8,1,0,1419,42.011166,-88.503304,280,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",2804,371,1,"2009-01-01","2009-12-31",2009-10-13,286,NA,NA,2,0,1559,39.289673,-123.373718,542,"CA",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",2804,371,2,"2010-01-01","2010-12-31",2010-04-17,107,2011-02-07,296,1,0,1559,39.289673,-123.373718,542,"CA",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",2804,371,3,"2011-01-01","2011-12-31",2011-04-08,98,NA,NA,1,0,1559,39.289673,-123.373718,542,"CA",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",2804,371,6,"2014-01-01","2014-12-31",2014-05-09,129,NA,NA,1,0,1559,39.289673,-123.373718,542,"CA",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",2804,371,7,"2015-01-01","2015-12-31",2015-05-06,126,NA,NA,1,0,1559,39.289673,-123.373718,542,"CA",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",2804,371,8,"2016-01-01","2016-12-31",2016-03-18,78,NA,NA,1,0,1559,39.289673,-123.373718,542,"CA",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",2804,371,9,"2017-01-01","2017-12-31",2017-05-07,127,NA,NA,1,0,1559,39.289673,-123.373718,542,"CA",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",2804,371,10,"2018-01-01","2018-12-31",2018-03-14,73,NA,NA,1,0,1559,39.289673,-123.373718,542,"CA",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",2804,371,11,"2019-01-01","2019-12-31",2019-05-01,121,NA,NA,1,0,1559,39.289673,-123.373718,542,"CA",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",2804,501,6,"2014-01-01","2014-12-31",2014-05-09,129,2015-02-18,285,1,0,1559,39.289673,-123.373718,542,"CA",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",2804,501,7,"2015-01-01","2015-12-31",2015-05-06,126,2016-03-18,317,1,0,1559,39.289673,-123.373718,542,"CA",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",2825,371,1,"2009-01-01","2009-12-31",2009-05-06,126,NA,NA,1,0,1562,42.296295,-83.765404,293,"MI",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,1,"2009-01-01","2009-12-31",2009-11-02,306,2010-03-22,140,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,2,"2010-01-01","2010-12-31",2010-11-08,312,2011-04-11,154,2,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,3,"2011-01-01","2011-12-31",2011-05-16,136,2011-05-23,7,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,4,"2012-01-01","2012-12-31",2012-04-25,116,2012-05-07,12,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,5,"2013-01-01","2013-12-31",2013-05-06,126,2013-05-10,4,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,6,"2014-01-01","2014-12-31",2014-05-13,133,2014-05-19,6,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,7,"2015-01-01","2015-12-31",2015-05-07,127,2015-05-11,4,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,8,"2016-01-01","2016-12-31",2016-05-09,130,2016-05-18,9,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,9,"2017-01-01","2017-12-31",2017-05-12,132,2017-06-01,20,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,10,"2018-01-01","2018-12-31",2018-05-04,124,2018-05-11,7,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,11,"2019-01-01","2019-12-31",2019-05-08,128,2019-05-20,12,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,12,"2020-01-01","2020-12-31",2020-05-12,133,2020-05-19,7,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,371,13,"2021-01-01","2021-12-31",2021-04-28,118,2021-05-11,13,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",3992,501,3,"2011-01-01","2011-12-31",2011-05-23,143,2011-05-26,3,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",3992,501,4,"2012-01-01","2012-12-31",2012-05-14,135,2012-05-21,7,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",3992,501,5,"2013-01-01","2013-12-31",2013-05-10,130,2013-05-16,6,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",3992,501,6,"2014-01-01","2014-12-31",2014-05-19,139,2014-05-28,9,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",3992,501,7,"2015-01-01","2015-12-31",2015-05-11,131,2015-05-21,10,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",3992,501,9,"2017-01-01","2017-12-31",2017-06-01,152,2017-06-09,8,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",3992,501,11,"2019-01-01","2019-12-31",2019-05-20,140,2019-06-11,22,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",3992,501,13,"2021-01-01","2021-12-31",2021-05-20,140,2021-05-26,6,1,0,1915,41.78344,-73.732552,150,"NY",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",4663,371,2,"2010-01-01","2010-12-31",2010-04-15,105,NA,NA,1,0,2267,44.923634,-93.228745,254,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",4742,371,2,"2010-01-01","2010-12-31",2010-03-27,86,2010-03-30,3,1,0,2298,30.525684,-97.603165,212,"TX",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",5040,371,3,"2011-01-01","2011-12-31",2011-05-09,129,NA,NA,1,0,1581,42.088829,-70.936188,28,"MA",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5040,371,5,"2013-01-01","2013-12-31",2013-05-01,121,2013-10-14,166,1,0,1581,42.088829,-70.936188,28,"MA",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5098,371,2,"2010-01-01","2010-12-31",2010-05-03,123,2010-05-10,7,1,0,2439,40.108791,-88.219818,226,"IL",101,"Quercus","macrocarpa","bur oak","Plantae","Breaking leaf buds"
"offset",5103,371,2,"2010-01-01","2010-12-31",2010-06-01,152,2010-06-08,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,3,"2011-01-01","2011-12-31",2011-05-26,146,2011-05-31,5,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,4,"2012-01-01","2012-12-31",2012-05-16,137,2012-05-25,9,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,5,"2013-01-01","2013-12-31",2013-06-11,162,2013-06-20,9,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,6,"2014-01-01","2014-12-31",2014-05-30,150,2014-06-10,11,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,7,"2015-01-01","2015-12-31",2015-05-19,139,2015-06-02,14,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,8,"2016-01-01","2016-12-31",2016-05-16,137,2016-06-01,16,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,9,"2017-01-01","2017-12-31",2017-05-16,136,2017-05-25,9,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,10,"2018-01-01","2018-12-31",2018-05-07,127,2018-05-16,9,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,11,"2019-01-01","2019-12-31",2019-05-24,144,2019-05-31,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,12,"2020-01-01","2020-12-31",2020-05-11,132,2020-05-18,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,13,"2021-01-01","2021-12-31",2021-05-10,130,2021-05-17,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,15,"2023-01-01","2023-12-31",2023-05-05,125,2023-05-28,23,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,17,"2025-01-01","2025-12-31",2025-09-07,250,2025-09-23,16,4,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,371,18,"2026-01-01","2026-12-31",2026-06-12,163,NA,NA,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5103,501,7,"2015-01-01","2015-12-31",2015-05-19,139,2015-06-02,14,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5103,501,8,"2016-01-01","2016-12-31",2016-05-09,130,2016-05-16,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5103,501,9,"2017-01-01","2017-12-31",2017-05-16,136,2017-05-25,9,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5103,501,10,"2018-01-01","2018-12-31",2018-05-16,136,2018-05-23,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5103,501,11,"2019-01-01","2019-12-31",2019-05-31,151,2019-06-07,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5103,501,12,"2020-01-01","2020-12-31",2020-06-04,156,2020-06-08,4,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5103,501,16,"2024-01-01","2024-12-31",2024-05-10,131,2024-05-16,6,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,371,2,"2010-01-01","2010-12-31",2010-05-19,139,2010-05-26,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,3,"2011-01-01","2011-12-31",2011-05-26,146,2011-05-31,5,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,4,"2012-01-01","2012-12-31",2012-05-16,137,2012-05-25,9,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,5,"2013-01-01","2013-12-31",2013-06-11,162,2013-06-20,9,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,6,"2014-01-01","2014-12-31",2014-05-30,150,2014-06-10,11,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,7,"2015-01-01","2015-12-31",2015-05-19,139,2015-06-02,14,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,8,"2016-01-01","2016-12-31",2016-05-16,137,2016-06-01,16,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,9,"2017-01-01","2017-12-31",2017-05-16,136,2017-05-25,9,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,10,"2018-01-01","2018-12-31",2018-05-07,127,2018-05-16,9,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,11,"2019-01-01","2019-12-31",2019-05-24,144,2019-05-31,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,12,"2020-01-01","2020-12-31",2020-05-11,132,2020-05-18,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,13,"2021-01-01","2021-12-31",2021-05-17,137,2021-05-23,6,3,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,14,"2022-01-01","2022-12-31",2022-05-13,133,2022-05-18,5,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,15,"2023-01-01","2023-12-31",2023-05-05,125,2023-05-28,23,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,17,"2025-01-01","2025-12-31",2025-09-07,250,2025-09-23,16,4,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,371,18,"2026-01-01","2026-12-31",2026-06-12,163,NA,NA,2,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5105,501,3,"2011-01-01","2011-12-31",2011-05-26,146,2011-05-31,5,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,501,4,"2012-01-01","2012-12-31",2012-05-08,129,2012-05-16,8,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,501,5,"2013-01-01","2013-12-31",2013-05-17,137,2013-05-24,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,501,6,"2014-01-01","2014-12-31",2014-05-22,142,2014-05-30,8,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,501,7,"2015-01-01","2015-12-31",2015-05-15,135,2015-05-19,4,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,501,8,"2016-01-01","2016-12-31",2016-05-16,137,2016-06-01,16,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,501,9,"2017-01-01","2017-12-31",2017-05-16,136,2017-05-25,9,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,501,10,"2018-01-01","2018-12-31",2018-05-16,136,2018-05-23,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,501,11,"2019-01-01","2019-12-31",2019-05-24,144,2019-05-31,7,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,501,12,"2020-01-01","2020-12-31",2020-06-04,156,2020-06-08,4,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,501,16,"2024-01-01","2024-12-31",2024-05-10,131,2024-05-16,6,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5105,501,17,"2025-01-01","2025-12-31",2025-05-13,133,2025-05-25,12,1,0,5951,45.407852,-93.199257,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5110,371,2,"2010-01-01","2010-12-31",2010-05-19,139,2010-05-26,7,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,3,"2011-01-01","2011-12-31",2011-05-26,146,2011-05-31,5,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,4,"2012-01-01","2012-12-31",2012-05-26,147,2012-05-29,3,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,5,"2013-01-01","2013-12-31",2013-06-11,162,2013-06-20,9,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,6,"2014-01-01","2014-12-31",2014-05-30,150,2014-06-10,11,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,7,"2015-01-01","2015-12-31",2015-05-19,139,2015-06-02,14,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,8,"2016-01-01","2016-12-31",2016-05-09,130,2016-05-16,7,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,9,"2017-01-01","2017-12-31",2017-05-16,136,2017-05-25,9,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,10,"2018-01-01","2018-12-31",2018-05-07,127,2018-05-16,9,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,12,"2020-01-01","2020-12-31",2020-05-04,125,2020-05-11,7,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,13,"2021-01-01","2021-12-31",2021-05-10,130,2021-05-17,7,2,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,14,"2022-01-01","2022-12-31",2022-05-13,133,2022-05-18,5,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,15,"2023-01-01","2023-12-31",2023-05-05,125,2023-05-28,23,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,16,"2024-01-01","2024-12-31",2024-05-10,131,2024-05-16,6,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,17,"2025-01-01","2025-12-31",2025-08-27,239,2025-09-23,27,3,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,371,18,"2026-01-01","2026-12-31",2026-06-12,163,NA,NA,2,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Breaking leaf buds"
"offset",5110,501,3,"2011-01-01","2011-12-31",2011-05-26,146,2011-05-31,5,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5110,501,4,"2012-01-01","2012-12-31",2012-05-01,122,2012-05-16,15,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
"offset",5110,501,5,"2013-01-01","2013-12-31",2013-05-24,144,2013-05-29,5,1,0,2394,45.425339,-93.186249,278,"MN",100,"Quercus","alba","white oak","Plantae","Open flowers"
